BRAND,DNLA,SKU_NO,SEQNUM,SELL_POINT
Vello,N,1103271,5,Microfiber Cloth & Wipe Included
Vello,N,1106955,1,Spare Lithium-ion Battery Pack
Vello,N,1106955,2,Battery Grip
Vello,N,1106955,3,Wireless Remote Shutter Release
Vello,N,1106955,4,LCD Screen Protector
Vello,N,1106955,5,Lens Cap Holder
Vello,N,1106969,1,Spare Lithium-ion Battery Pack
Vello,N,1106969,2,Battery Grip
Vello,N,1106969,3,Wireless Remote Shutter Release
Vello,N,1106969,4,LCD Screen Protector
Vello,N,1106969,5,Lens Cap Holder
Vello,N,1108662,1,Comfort and Control in Vertical Position
Vello,N,1108662,2,Holds One or Two Sony NP-FW50 Batteries
Vello,N,1108662,3,Extends Shooting Time
Vello,N,1108662,4,"Vertical Shutter Release, Control Dials"
Vello,N,1109798,1,Connects Remote Trigger to Camera
Vello,N,1110942,1,Wireless Infrared E-TTL Control
Vello,N,1110942,2,Sets and Controls E-TTL Flash Ratios
Vello,N,1110942,3,180&deg; Rotation
Vello,N,1110942,4,Up to Three Flash Groups
Vello,N,1110942,5,Up to Four Independent Channels
Vello,N,1110942,6,High-Speed Synch
Vello,N,1110942,7,Powered by Two AA Batteries
Vello,N,1110942,8,Drawstring Storage Pouch Included
Vello,N,1110943,1,Wireless Infrared i-TTL Control
Vello,N,1110943,2,Sets and Controls i-TTL Flash Ratios
Vello,N,1110943,3,180&deg; Rotation
Vello,N,1110943,4,Up to Three Flash Groups
Vello,N,1110943,5,Up to Four Independent Channels
Vello,N,1110943,6,High-Speed Synch
Vello,N,1110943,7,Powered by Two AA Batteries
Vello,N,1110943,8,Drawstring Storage Pouch Included
Vello,N,1114287,1,Fits Nikon D750 DSLR Camera
Vello,N,1114287,2,Comfort and Control in Vertical Position
Vello,N,1114287,3,Extends Shooting Time
Vello,N,1114287,4,Holds One EN-EL15 Battery
Vello,N,1114287,5,Vertical Position Shutter Release Button
Vello,N,1114287,6,"Extra AE-L/AF-L Button, Command Dials"
Vello,N,1114287,7,Alternate Multi Selector
Vello,N,1114287,8,Contact Cover Holder
Vello,N,1114287,9,Works with 6 AA batteries
Vello,N,1114287,10,Includes Battery Trays
Vello,N,1116349,1,Battery Grip
Vello,N,1116349,2,Spare Lithium-Ion Battery
Vello,N,1116349,3,Wireless Remote Shutter Release & Cable
Vello,N,1116349,4,LCD Screen Protector
Vello,N,1116349,5,Lens Cap Holder
Vello,N,1116606,1,Comfort and Control in Vertical Position
Vello,N,1116606,2,Holds 1 or 2 Canon LP-E6 Batteries
Vello,N,1116606,3,Second Battery Tray Holds 6 AA Batteries
Vello,N,1116606,4,Extends Shooting Time
Vello,N,1116606,5,Alternate Shutter Release and Controls
Vello,N,1116606,6,Non-Slip Grip
Vello,N,1117075,1,Frequency: 2.4 GHz
Vello,N,1117075,2,Range: 250'
Vello,N,1117075,3,Channels: 99
Vello,N,1117075,4,Number of Shots from 1-999 or Infinite
Vello,N,1117075,5,Long Exposures up to 99 Hr 59 Min 59 Sec
Vello,N,1117075,6,Delay Setting and Multi-Exposure Mode
Vello,N,1117075,7,Dual-Function Release
Vello,N,1117075,8,Interval Control
Vello,N,1117075,9,Backlit LCD and LED Indicators
Vello,N,1117075,10,Functions Wired or Wirelessly
Vello,N,1118932,1,"Attaches via Standard 1/4""-20 Mount"
Vello,N,1118932,2,Fits Most DSLR Cameras & Camcorders
Vello,N,1118932,3,Shock-Proof Padded Handle
Vello,N,1118932,4,Finger Groove for Maximum Grip
Vello,N,1118932,5,Non-Slip Rubber Rails
Vello,N,1118932,6,Multi-Position Mounting Platform
Vello,N,1118932,7,Removable Shoe Mount Holds Lights & Mics
Vello,N,1118932,8,"Ideal for Skiing, Snowboarding & Skating"
Vello,N,1118932,9,"Works for Racing, Boating & Motocross"
Vello,N,1118933,1,"Attaches via Standard 1/4""-20 Mount"
Vello,N,1118933,2,Fits Most DSLR Cameras & Camcorders
Vello,N,1118933,3,Shock-Proof Padded Handle
Vello,N,1118933,4,Finger Groove for Maximum Grip
Vello,N,1118933,5,Non-Slip Rubber Rails
Vello,N,1118933,6,Multi-Position Mounting Platform
Vello,N,1118933,7,Removable Shoe Mount Holds Lights & Mics
Vello,N,1118933,8,"Ideal for Skiing, Snowboarding & Skating"
Vello,N,1118933,9,"Works for Racing, Boating & Motocross"
Vello,N,1118934,1,"Attaches via Standard 1/4""-20 Mount"
Vello,N,1118934,2,Fits Most DSLR Cameras & Camcorders
Vello,N,1118934,3,Shock-Proof Padded Handle
Vello,N,1118934,4,Finger Groove for Maximum Grip
Vello,N,1118934,5,Non-Slip Rubber Rails
Vello,N,1118934,6,Multi-Position Mounting Platform
Vello,N,1118934,7,Removable Shoe Mount Holds Lights & Mics
Vello,N,1118934,8,"Ideal for Skiing, Snowboarding & Skating"
Vello,N,1118934,9,"Works for Racing, Boating & Motocross"
Vello,N,1118935,1,"Attaches via Standard 1/4""-20 Mount"
Vello,N,1118935,2,Fits Most DSLR Cameras & Camcorders
Vello,N,1118935,3,Shock-Proof Padded Handle
Vello,N,1118935,4,Finger Groove for Maximum Grip
Vello,N,1118935,5,Non-Slip Rubber Rails
Vello,N,1118935,6,Multi-Position Mounting Platform
Vello,N,1118935,7,Removable Shoe Mount Holds Lights & Mics
Vello,N,1118935,8,"Ideal for Skiing, Snowboarding & Skating"
Vello,N,1118935,9,"Works for Racing, Boating & Motocross"
Vello,N,1119628,1,Compatible with Flashes up to 60V
Vello,N,1119628,2,Protects Camera's Circuit
Vello,N,1119628,3,PC Terminal
Vello,N,1119628,4,Battery Check Button & Indicator Light
Vello,N,1119628,5,Runs on Replaceable CR2032 Battery
Vello,N,1119908,1,Adapts Sony/Minolta Flash to Sony MIS
Vello,N,1119908,2,Full Support for TTL Flash Metering
Vello,N,1119908,3,PC Terminal
Vello,N,1120555,1,Extends Length of Wired Shutter Release
Vello,N,1120557,1,Extends Length of Wired Shutter Release
Vello,N,1120558,1,Extends Length of Wired Shutter Release
Vello,N,1122741,1,FreeWave Captain TTL Transmitter
Vello,N,1122741,2,Two FreeWave Captain TTL Receivers
Vello,N,1122741,3,Flash Cables and Shutter Release Cable
Vello,N,1122741,4,2.4 GHz Reduced Interference Frequency
Vello,N,1122741,5,Battery Indicator on Transmitter
Vello,N,1122741,6,"Range Up to 300', 4 Channels"
Vello,N,1122741,7,"Flash Sync up to 1/8,000 Sec."
Vello,N,1122741,8,3.5mm Sync Connection
Vello,N,1122741,9,Dual-Function Shutter Release Button
Vello,N,1122741,10,"LED Indicators, Pouch Case"
Vello,N,1122764,1,FreeWave Captain TTL Transmitter
Vello,N,1122764,2,Two FreeWave Captain TTL Receivers
Vello,N,1122764,3,Flash Cables and Shutter Release Cable
Vello,N,1122764,4,2.4 GHz Reduced Interference Frequency
Vello,N,1122764,5,Battery Indicator on Transmitter
Vello,N,1122764,6,"Range Up to 300', 4 Channels"
Vello,N,1122764,7,"Flash Sync up to 1/8,000 Sec."
Vello,N,1122764,8,3.5mm Sync Connection
Vello,N,1122764,9,Dual-Function Shutter Release Button
Vello,N,1122764,10,"LED Indicators, Pouch Case"
Vello,N,1124533,1,Frequency: 2.4 GHz
Vello,N,1124533,2,Range: 250'
Vello,N,1124533,3,Channels: 99
Vello,N,1124533,4,Number of Shots from 1-999 or Infinite
Vello,N,1124533,5,Long Exposures up to 99 H 59 Min 59 Sec
Vello,N,1124533,6,Delay Setting and Multi-Exposure Mode
Vello,N,1124533,7,Dual-Function Release
Vello,N,1124533,8,Interval Control
Vello,N,1124533,9,Backlit LCD and LED Indicators
Vello,N,1124533,10,Functions Wired or Wirelessly
Vello,N,1125109,1,Frequency: 2.4 GHz
Vello,N,1125109,2,Range: 250'
Vello,N,1125109,3,Channels: 99
Vello,N,1125109,4,Number of Shots from 1-99 or Infinite
Vello,N,1125109,5,Long Exposures up to 99 H 59 Min 59 Sec
Vello,N,1125109,6,Delay Setting and Multi-Exposure Mode
Vello,N,1125109,7,Dual-Function Release
Vello,N,1125109,8,Interval Control
Vello,N,1125109,9,Backlit LCD and LED Indicators
Vello,N,1125109,10,Functions Wired or Wirelessly
Vello,N,1125110,1,Frequency: 2.4 GHz
Vello,N,1125110,2,Range: 250'
Vello,N,1125110,3,Channels: 99
Vello,N,1125110,4,Number of Shots from 1-999 or Infinite
Vello,N,1125110,5,Long Exposures up to 99 H 59 Min 59 Sec
Vello,N,1125110,6,Delay Setting and Multi-Exposure Mode
Vello,N,1125110,7,Dual-Function Release
Vello,N,1125110,8,Interval Control
Vello,N,1125110,9,Backlit LCD and LED Indicators
Vello,N,1125110,10,Functions Wired or Wirelessly
Vello,N,1129376,1,Connects Remote Trigger to Camera
Vello,N,1129379,1,Load Capacity: Up to 2.5 lb
Vello,N,1129379,2,Ergonomic Grip
Vello,N,1129379,3,Locking Trigger Button
Vello,N,1129379,4,2.5mm Shutter Release Jack
Vello,N,1132676,1,Fits Most On-Camera Flashes
Vello,N,1132676,2,Softens and Diffuses Light
Vello,N,1132676,3,Reduces Hot Spots
Vello,N,1132676,4,Folds Flat for Easy Storage
Vello,N,1132676,5,Straps Easily Wraps Around Flash Head
Vello,N,1141534,1,Fits Most On-Camera Flash Units
Vello,N,1141534,2,Reduces Harshness and Softens Shadows
Vello,N,1141534,3,Wraparound Effect & Circular Catchlights
Vello,N,1141534,4,Foldable Inner Diffuser
Vello,N,1141534,5,Reflective Silver Interior
Vello,N,1141534,6,Elastic Strap with Touch Tab Fastener
Vello,N,1141534,7,Strap Loop & Rubberized Mounting Tabs
Vello,N,1141534,8,Folds Flat for Storage
Vello,N,1141534,9,Zippered Carrying Case Included
Vello,N,1141542,1,Fits Most On-Camera Flash Units
Vello,N,1141542,2,Reduces Harshness and Softens Shadows
Vello,N,1141542,3,Foldable Inner Diffuser
Vello,N,1141542,4,Reflective Silver Interior
Vello,N,1141542,5,Elastic Strap with Touch Tab Fastener
Vello,N,1141542,6,Strap Loop & Rubberized Mounting Tabs
Vello,N,1141542,7,Folds Flat for Storage
Vello,N,1141542,8,Zippered Carrying Case Included
Vello,N,1141543,1,Fits Most On-Camera Flash Units
Vello,N,1141543,2,Reduces Harshness and Softens Shadows
Vello,N,1141543,3,Foldable Inner Diffuser
Vello,N,1141543,4,Reflective Silver Interior
Vello,N,1141543,5,Elastic Strap with Touch Tab Fastener
Vello,N,1141543,6,Strap Loop & Rubberized Mounting Tabs
Vello,N,1141543,7,Folds Flat for Storage
Vello,N,1141543,8,Zippered Carrying Case Included
Vello,N,1141544,1,Fits Most On-Camera Flash Units
Vello,N,1141544,2,Reduces Harshness and Softens Shadows
Vello,N,1141544,3,Compact and Convenient Design
Vello,N,1141544,4,Foldable Inner Diffuser
Vello,N,1141544,5,Reflective Silver Interior
Vello,N,1141544,6,Elastic Strap with Touch Tab Fastener
Vello,N,1141544,7,Strap Loop & Rubberized Mounting Tabs
Vello,N,1141544,8,Folds Flat for Storage
Vello,N,1141544,9,Zippered Carrying Case Included
Vello,N,1141545,1,Fits Most On-Camera Flash Units
Vello,N,1141545,2,Reduces Harshness and Softens Shadows
Vello,N,1141545,3,Ideal for Wide-Angle & Panoramic Images
Vello,N,1141545,4,Foldable Inner Diffuser
Vello,N,1141545,5,Reflective Silver Interior
Vello,N,1141545,6,Elastic Strap with Touch Tab Fastener
Vello,N,1141545,7,Strap Loop & Rubberized Mounting Tabs
Vello,N,1141545,8,Folds Flat for Storage
Vello,N,1141545,9,Zippered Carrying Case Included
Vello,N,1142558,1,Fits Most On-Camera Flash Units
Vello,N,1142558,2,Reduces Harshness and Softens Shadows
Vello,N,1142558,3,Wraparound Effect & Circular Catchlights
Vello,N,1142558,4,Foldable Inner Diffuser
Vello,N,1142558,5,Reflective Silver Interior
Vello,N,1142558,6,Elastic Strap with Touch Tab Fastener
Vello,N,1142558,7,Strap Loop & Rubberized Mounting Tabs
Vello,N,1142558,8,Folds Flat for Storage
Vello,N,1142558,9,Zippered Carrying Case Included
Vello,N,1144044,1,For FreeWave Fusion Basic Transmitter
Vello,N,1144044,2,Frequency: 433 MHz
Vello,N,1144044,3,Flash Triggering Range up to 50'
Vello,N,1144044,4,Shutter Triggering Range up to 150'
Vello,N,1144044,5,Channels: 16
Vello,N,1144044,6,Flash Sync Speed up to 1/200 sec
Vello,N,1144044,7,LED Indicator Lights
Vello,N,1144044,8,Runs on Two Included AAA Batteries
Vello,N,1144045,1,Frequency: 433 MHz
Vello,N,1144045,2,Flash Triggering Range up to 50'
Vello,N,1144045,3,Shutter Triggering Range up to 150'
Vello,N,1144045,4,Channels: 16
Vello,N,1144045,5,Flash Sync Speed up to 1/200 sec
Vello,N,1144045,6,Dual-Function Shutter Release
Vello,N,1144045,7,Five-Second Delay Mode on Transmitter
Vello,N,1144045,8,"Single, Continuous, Bulb, Timer Modes"
Vello,N,1144045,9,Shutter Release & Flash Trigger Cables
Vello,N,1144045,10,One 23A & Two AAA Batteries Included
Vello,N,1148436,1,"For Canon EF-S 17-85mm f/4-5.6 IS USM, EF-S 18-135mm f/3.5-5.6 IS, & STM Lenses"
Vello,N,1151222,1,Comfort and Control in Vertical Position
Vello,N,1151222,2,Holds One or Two Sony NP-FW50 Batteries
Vello,N,1151222,3,Extends Shooting Time
Vello,N,1151222,4,"Vertical Shutter Release, Control Dials"
Vello,N,1151222,5,Three Custom Buttons
Vello,N,1151223,1,Fits Fujifilm X-T1 Mirrorless Camera
Vello,N,1151223,2,Comfort and Control in Vertical Position
Vello,N,1151223,3,Extends Shooting Time
Vello,N,1151223,4,Holds One NP-W126 Battery
Vello,N,1151223,5,Vertical Position Shutter Release Button
Vello,N,1151223,6,"Extra AF-L, AE-L, and FA Buttons"
Vello,N,1151223,7,Alternate Rear and Front Command Dials
Vello,N,1151223,8,Contact Cover Holder
Vello,N,1152024,1,Compatible with Canon E-TTL II
Vello,N,1152024,2,Combination Transmitter & Receiver
Vello,N,1152024,3,2.4 GHz Radio Frequency with 300' Range
Vello,N,1152024,4,"16 Channels, 3 Groups (A, B, C)"
Vello,N,1152024,5,Remotely Adjust Group Ratios
Vello,N,1152024,6,Top Hot Shoe for Additional Flash
Vello,N,1152024,7,Backlit Digital LCD Screen
Vello,N,1152024,8,High-Speed Sync
Vello,N,1152024,9,3.5mm Sync and USB Ports
Vello,N,1152024,10,Runs on 2 AA Batteries
Vello,N,1152025,1,Compatible with Nikon i-TTL
Vello,N,1152025,2,Combination Transmitter & Receiver
Vello,N,1152025,3,2.4 GHz Radio Frequency with 300' Range
Vello,N,1152025,4,"16 Channels, 3 Groups (A, B, C)"
Vello,N,1152025,5,Remotely Adjust Group Ratios
Vello,N,1152025,6,Top Hot Shoe for Additional Flash
Vello,N,1152025,7,Backlit Digital LCD Screen
Vello,N,1152025,8,High-Speed & 2nd Curtain Sync
Vello,N,1152025,9,3.5mm Sync and USB Ports
Vello,N,1152025,10,Runs on 2 AA Batteries
Vello,N,1152026,1,Compatible with Canon E-TTL II
Vello,N,1152026,2,2.4 GHz Radio Frequency with 300' Range
Vello,N,1152026,3,"4 Channels, 3 Groups (A, B, C)"
Vello,N,1152026,4,Remotely Adjust Group Ratios
Vello,N,1152026,5,Top Hot Shoe for Mounting Flash
Vello,N,1152026,6,Backlit Digital LCD Screen
Vello,N,1152026,7,High-Speed Sync
Vello,N,1152026,8,"Receiver has Cold Foot & 1/4""-20 Thread"
Vello,N,1152026,9,"3.5mm Sync, PC Sync, and USB Ports"
Vello,N,1152026,10,Each Device Runs on 2 AA Batteries
Vello,N,1152027,1,Compatible with Nikon i-TTL
Vello,N,1152027,2,2.4 GHz Radio Frequency with 300' Range
Vello,N,1152027,3,"4 Channels, 3 Groups (A, B, C)"
Vello,N,1152027,4,Remotely Adjust Group Ratios
Vello,N,1152027,5,Top Hot Shoe for Mounting Flash
Vello,N,1152027,6,Backlit Digital LCD Screen
Vello,N,1152027,7,High-Speed and 2nd Curtain Sync
Vello,N,1152027,8,"Receiver has Cold Foot & 1/4""-20 Thread"
Vello,N,1152027,9,"3.5mm Sync, PC Sync, and USB Ports"
Vello,N,1152027,10,Each Device Runs on 2 AA Batteries
Vello,N,1152115,1,Compatible with Canon E-TTL II
Vello,N,1152115,2,2.4 GHz Radio Frequency with 300' Range
Vello,N,1152115,3,"4 Channels, 3 Groups (A, B, C)"
Vello,N,1152115,4,Remotely Adjust Group Ratios
Vello,N,1152115,5,Top Hot Shoe for Mounting Flash
Vello,N,1152115,6,Backlit Digital LCD Screen
Vello,N,1152115,7,High-Speed Sync
Vello,N,1152115,8,"Receiver has Cold Foot & 1/4""-20 Thread"
Vello,N,1152115,9,"3.5mm Sync, PC Sync, and USB Ports"
Vello,N,1152115,10,Each Device Runs on 2 AA Batteries
Vello,N,1152116,1,Compatible with Nikon i-TTL
Vello,N,1152116,2,2.4 GHz Radio Frequency with 300' Range
Vello,N,1152116,3,"4 Channels, 3 Groups (A, B, C)"
Vello,N,1152116,4,Remotely Adjust Group Ratios
Vello,N,1152116,5,Top Hot Shoe for Mounting Flash
Vello,N,1152116,6,Backlit Digital LCD Screen
Vello,N,1152116,7,High-Speed and 2nd Curtain Sync
Vello,N,1152116,8,"Receiver has Cold Foot & 1/4""-20 Thread"
Vello,N,1152116,9,"3.5mm Sync, PC Sync, and USB Ports"
Vello,N,1152116,10,Each Device Runs on 2 AA Batteries
Vello,N,1154730,1,Battery Grip
Vello,N,1154730,2,Wireless Remote Shutter Release
Vello,N,1154730,3,EN-EL15 Lithium-Ion Battery Pack
Vello,N,1154730,4,LCD Screen Protector
Vello,N,1154730,5,Lens Cap Holder
Vello,N,1159310,1,Fits Most On-Camera Flash Units
Vello,N,1159310,2,Reduces Harshness and Softens Shadows
Vello,N,1159310,3,Durable Fiberglass Frame for Fast Setup
Vello,N,1159310,4,Removable Front Diffuser
Vello,N,1159310,5,Reflective Silver Interior
Vello,N,1159310,6,Mounting Tabs for Quick Attachment
Vello,N,1159310,7,Touch Fastener Cinch Strap
Vello,N,1159310,8,Drawstring Carrying Case
Vello,N,1163226,1,1x Radio Transmitter
Vello,N,1163226,2,1x Radio Receiver/Flash Mount
Vello,N,1163226,3,Batteries for Transmitter and Receiver
Vello,N,1163226,4,2.4 GHz Radio Signal
Vello,N,1163226,5,200' Range
Vello,N,1163226,6,Pair Unlimited Receivers per Transmitter
Vello,N,1163226,7,Pair 5 Transmitters with Receiver
Vello,N,1163227,1,Use with Optional FreeWave Transmitter
Vello,N,1163227,2,1x Radio Receiver/Flash Mount
Vello,N,1163227,3,Batteries Included
Vello,N,1163227,4,2.4GHZ Radio Signal
Vello,N,1163227,5,200' Range
Vello,N,1164170,1,Fits Most On-Camera Flash Units
Vello,N,1164170,2,Gel Holder Flips Out of the Way
Vello,N,1164170,3,Gels Slide Easily into Holder
Vello,N,1164170,4,Thirty Assorted Color Gels
Vello,N,1164170,5,Silver Reflector/Black Flag Insert
Vello,N,1164170,6,Strap with Hook-and-Loop Fasteners
Vello,N,1164170,7,Nylon Carrying Case
Vello,N,1166100,1,Infrared Wireless Remote Control
Vello,N,1166100,2,Ideal for Taking Selfies
Vello,N,1166100,3,16 Foot Range
Vello,N,1166100,4,Prevents Effects of Camera Shake
Vello,N,1166100,5,Compatible with Select Canon Cameras
Vello,N,1166101,1,Infrared Wireless Remote Control
Vello,N,1166101,2,Ideal for Taking Selfies
Vello,N,1166101,3,16 Foot Range
Vello,N,1166101,4,Prevents Effects of Camera Shake
Vello,N,1166101,5,Compatible with Select Sony Cameras
Vello,N,1166102,1,Infrared Wireless Remote Control
Vello,N,1166102,2,Ideal for Taking Selfies
Vello,N,1166102,3,16 Foot Range
Vello,N,1166102,4,Prevents Effects of Camera Shake
Vello,N,1166102,5,Compatible with Select Pentax Cameras
Vello,N,1166103,1,Infrared Wireless Remote Control
Vello,N,1166103,2,Ideal for Taking Selfies
Vello,N,1166103,3,16 Foot Range
Vello,N,1166103,4,Prevents Effects of Camera Shake
Vello,N,1166103,5,Compatible with Select Nikon Cameras
Vello,N,1166105,1,For Canon Cameras with IR Receiver
Vello,N,1166105,2,Range: 16'
Vello,N,1166105,3,Remote Triggering of Camera's Shutter
Vello,N,1166105,4,Multiple Selectable Functions
Vello,N,1166105,5,Single Shot and Bulb Mode Settings
Vello,N,1166105,6,Two Second Delay Timer
Vello,N,1166105,7,Start/Stop Video Capability
Vello,N,1166105,8,Runs on One 3V CR2025 Battery
Vello,N,1166106,1,For Sony Cameras with IR Receiver
Vello,N,1166106,2,Range: 16'
Vello,N,1166106,3,Remote Triggering of Camera's Shutter
Vello,N,1166106,4,Multiple Selectable Functions
Vello,N,1166106,5,Single Shot and Bulb Mode Settings
Vello,N,1166106,6,Two Second Delay Timer
Vello,N,1166106,7,Start/Stop Video Capability
Vello,N,1166106,8,Runs on One 3V CR2025 Battery
Vello,N,1166107,1,For Pentax Cameras with IR Receiver
Vello,N,1166107,2,Range: 16'
Vello,N,1166107,3,Remote Triggering of Camera's Shutter
Vello,N,1166107,4,Multiple Selectable Functions
Vello,N,1166107,5,Single Shot and Bulb Mode Settings
Vello,N,1166107,6,Zoom In/Out Capability
Vello,N,1166107,7,Access to Function Setting of Camera
Vello,N,1166107,8,Runs on One 3V CR2025 Battery
Vello,N,1166108,1,"For Nikon, Canon, Sony, & Pentax Cameras"
Vello,N,1166108,2,Range: 16'
Vello,N,1166108,3,Remote Triggering of Camera's Shutter
Vello,N,1166108,4,Multiple Selectable Functions
Vello,N,1166108,5,Single Shot and Bulb Mode Settings
Vello,N,1166108,6,Delay Timer for Canon and Sony
Vello,N,1166108,7,Start/Stop Video Capability
Vello,N,1166108,8,Zoom In/Out with Select Pentax Cameras
Vello,N,1166108,9,Function Setting for Pentax Cameras
Vello,N,1166108,10,Runs on One 3V CR2025 Battery
Vello,N,1166109,1,Sony/Minolta to Sony Multi Interface Shoe
Vello,N,1166109,2,Full Support for TTL Flash Metering
Vello,N,1166109,3,"Compact, Lightweight, and Sturdy"
Vello,N,1166109,4,Auto-Lock Base for Secure Connection
Vello,N,1169176,1,FreeWave Fusion Basic Transmitter
Vello,N,1169176,2,FreeWave Fusion Basic Receiver
Vello,N,1169176,3,2.4GHz Radio Signal
Vello,N,1169176,4,328' Wireless Range
Vello,N,1169176,5,16 Channels
Vello,N,1169176,6,Flash Sync Speeds up to 1/250 Sec.
Vello,N,1169176,7,Single Shot or Continuous Shooting
Vello,N,1169176,8,Trigger Camera or Flash
Vello,N,1169177,1,FreeWave Fusion Basic Transmitter
Vello,N,1169177,2,FreeWave Fusion Basic Receiver
Vello,N,1169177,3,2.4GHz Radio Signal
Vello,N,1169177,4,328' Wireless Range
Vello,N,1169177,5,16 Channels
Vello,N,1169177,6,Flash Sync Speeds up to 1/250 Sec.
Vello,N,1169177,7,Single Shot or Continuous Shooting
Vello,N,1169177,8,Trigger Camera or Flash
Vello,N,1169178,1,16 Channels
Vello,N,1169178,2,328' Wireless Range
Vello,N,1169178,3,2.4GHz Frequency
Vello,N,1169178,4,Dual Shutter Release Button
Vello,N,1169178,5,Single Shot or Continuous Shooting
Vello,N,1169178,6,For Triggering Camera or Flash
Vello,N,1169178,7,Transmitter Purchased Separately
Vello,N,1171288,1,For Nikon 1 Mount Cameras & Lenses
Vello,N,1171288,2,Reduces Minimum Focus Distance of Lens
Vello,N,1171288,3,Provides Macro Capability
Vello,N,1171288,4,Retains Autofocus/Auto Exposure
Vello,N,1171288,5,10mm and 16mm Tubes
Vello,N,1171288,6,Can Be Used Individually or Combined
Vello,N,1171288,7,Metal Mount
Vello,N,1171288,8,Lightweight Design
Vello,N,1175109,1,Fits Most Portable Flash Units
Vello,N,1175109,2,Medium Fabric Softbox
Vello,N,1175109,3,Light Shaper Bounce Card/Flag
Vello,N,1175109,4,"1/4"" Honeycomb Grid"
Vello,N,1175109,5,"8"" Snoot/Reflector"
Vello,N,1175109,6,Cinch Strap
Vello,N,1176894,1,Compatible with Sony ADI / P-TTL
Vello,N,1176894,2,Coiled Cord
Vello,N,1176894,3,Mounts to Flash Shoe
Vello,N,1176894,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,1176894,5,Allows Off-Camera Triggering of Flash
Vello,N,1176895,1,For Nikon D5500 & D5600 DSLR
Vello,N,1176895,2,Comfort and Control in Vertical Position
Vello,N,1176895,3,Fits 2 EN-EL14 or EN-EL14A Batteries
Vello,N,1176895,4,Provides Extended Shooting Time
Vello,N,1176895,5,Vertical Position Shutter Release Button
Vello,N,1176895,6,Contains Camera Battery Door Holder
Vello,N,1176895,7,Includes Shutter Release Cable
Vello,N,1180282,1,Includes FreeWave Stryker for Nikon
Vello,N,1180282,2,Includes Sony Multi-Terminal Cable
Vello,N,1180282,3,Detects Lightning and IR Heat Motion
Vello,N,1180282,4,0.1 ms Post-Detection Triggering
Vello,N,1180282,5,"Compact, Lightweight"
Vello,N,1180282,6,Passive Infrared Sensor
Vello,N,1180282,7,94 x 82&deg; Field of View
Vello,N,1180282,8,Motion Range: 16.4'
Vello,N,1180282,9,"Locking Cold Shoe or 1/4""-20 Stand Mount"
Vello,N,1180961,1,For Canon EOS Rebel T6i & T6s Cameras
Vello,N,1180961,2,Comfort and Control in Vertical Position
Vello,N,1180961,3,Vertical Position Shutter Release Button
Vello,N,1180961,4,Vertical Position Control Buttons & Dial
Vello,N,1180961,5,Holds One or Two LP-E17 Batteries
Vello,N,1180961,6,Extends Shooting Time
Vello,N,1180961,7,Integrated Battery Chamber Door Holder
Vello,N,1181599,1,Includes 10-Pin Nikon Connection Cable
Vello,N,1181599,2,Includes 2.5mm Fuji Cable
Vello,N,1181599,3,99 Possible Radio Channels
Vello,N,1181599,4,Up to 250' Range
Vello,N,1181599,5,Dual-Function (Focus & Trigger) Release
Vello,N,1181599,6,Delay Release Function
Vello,N,1181599,7,Multi-Exposure Mode
Vello,N,1181599,8,Interval Control
Vello,N,1181599,9,Long Exposure Control
Vello,N,1181599,10,LED Indicators--Pre-Focus & Exposure
Vello,N,1181600,1,Frequency: 2.4 GHz
Vello,N,1181600,2,Range: 320'
Vello,N,1181600,3,Channels: 16
Vello,N,1181600,4,Built-In Antenna
Vello,N,1181600,5,Dual-Function Release
Vello,N,1181600,6,Four-Second Delay Function
Vello,N,1181600,7,Multi-Exposure & Long Exposure Modes
Vello,N,1181600,8,Works Wired or Wirelessly
Vello,N,1181600,9,LED Indicators
Vello,N,1181600,10,Each Device Runs on Two AAA Batteries
Vello,N,1181601,1,Includes FreeWave Fusion for Nikon
Vello,N,1181601,2,Includes 2.5mm Fuji Cable
Vello,N,1181601,3,2.4 GHz Reduced Interference Frequency
Vello,N,1181601,4,Range Up to 320' (100m)
Vello,N,1181601,5,Individual/Group Wireless Flash Trigger
Vello,N,1181601,6,Up to 3 Light Groups/7 Grp Combinations
Vello,N,1181601,7,Flash Sync Speed of Up to 1/320s
Vello,N,1181601,8,Dual-Function Shutter Release Button
Vello,N,1181601,9,LED Indicators
Vello,N,1181602,1,Includes FreeWave Remote for Nikon
Vello,N,1181602,2,Includes 2.5mm Fuji Cable
Vello,N,1181602,3,16 Million Possible Channels
Vello,N,1181602,4,Operates on Radio Frequencies (RF)
Vello,N,1181602,5,Direct Line of Sight Not Required
Vello,N,1181602,6,Operating Range up to 320'
Vello,N,1181602,7,Wireless Continuous or Single Exposures
Vello,N,1181602,8,Long Time Exposures
Vello,N,1181602,9,Transmitter Can Fire Multiple Receivers
Vello,N,1181602,10,Wireless Autofocusing & Triggering
Vello,N,1181604,1,Includes FreeWave Stryker for Nikon
Vello,N,1181604,2,Includes 2.5mm Fuji Cable
Vello,N,1181604,3,Detects Lightning and IR Heat Motion
Vello,N,1181604,4,0.1 ms Post-Detection Triggering
Vello,N,1181604,5,"Compact, Lightweight"
Vello,N,1181604,6,Passive Infrared Sensor
